Age,Income_Level,Education_Level,Occupation,Purchase_Amount,Frequency_of_Purchase,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Discount_Used,Customer_Loyalty_Program_Member,Time_to_Decision,Purchase_Month,Purchase_Day,Purchase_DayOfWeek,Gender_Agender,Gender_Bigender,Gender_Female,Gender_Genderfluid,Gender_Genderqueer,Gender_Male,Gender_Non-binary,Gender_Polygender,Marital_Status_Divorced,Marital_Status_Married,Marital_Status_Single,Marital_Status_Widowed,Purchase_Category_Animal Feed,Purchase_Category_Arts & Crafts,Purchase_Category_Baby Products,Purchase_Category_Beauty & Personal Care,Purchase_Category_Books,Purchase_Category_Clothing,Purchase_Category_Electronics,Purchase_Category_Food & Beverages,Purchase_Category_Furniture,Purchase_Category_Gardening & Outdoors,Purchase_Category_Groceries,Purchase_Category_Health Care,Purchase_Category_Health Supplements,Purchase_Category_Home Appliances,Purchase_Category_Hotels,Purchase_Category_Jewelry & Accessories,Purchase_Category_Luxury Goods,Purchase_Category_Mobile Accessories,Purchase_Category_Office Supplies,Purchase_Category_Packages),Purchase_Category_Software & Apps,Purchase_Category_Sports & Outdoors,Purchase_Category_Toys & Games,Purchase_Category_Travel & Leisure (Flights,Purchase_Channel_In-Store,Purchase_Channel_Mixed,Purchase_Channel_Online,Device_Used_for_Shopping_Desktop,Device_Used_for_Shopping_Smartphone,Device_Used_for_Shopping_Tablet,Payment_Method_Cash,Payment_Method_Credit Card,Payment_Method_Debit Card,Payment_Method_Other,Payment_Method_PayPal,Shipping_Preference_Express,Shipping_Preference_No Preference,Shipping_Preference_Standard
1.0,0.0,0.0,0.0,0.8527545686073009,0.0,0.75,0.75,0.0,0.6666666666666666,0.0,0.0,0.7777777777777778,0.0,0.0,1.0,0.9230769230769231,0.2727272727272727,0.6666666666666666,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.53125,0.0,0.5,1.0,0.3951342656717752,0.9,0.5,0.0,0.5,0.0,0.0,0.5,0.7777777777777778,1.0,0.0,1.0,0.38461538461538464,0.0,0.7333333333333333,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.5625,0.0,0.0,1.0,0.24614628479513867,0.8,1.0,1.0,1.0,0.0,0.5,1.0,0.5555555555555556,0.6666666666666666,1.0,1.0,0.9230769230769231,0.45454545454545453,0.7333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.1875,0.0,1.0,1.0,0.19746660113489117,0.5,0.25,1.0,0.0,0.3333333333333333,0.5,1.0,0.2222222222222222,0.6666666666666666,0.0,0.0,0.5384615384615384,0.18181818181818182,0.6333333333333333,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.5625,1.0,1.0,0.0,0.48605960412850174,0.7,1.0,0.25,1.0,1.0,1.0,1.0,0.1111111111111111,1.0,0.0,1.0,0.5384615384615384,0.2727272727272727,0.26666666666666666,0.16666666666666666,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.84375,0.0,1.0,1.0,0.030785040882891725,0.4,0.25,0.0,0.0,0.0,1.0,0.5,1.0,0.0,0.0,0.0,0.46153846153846156,0.8181818181818182,0.6,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
0.8125,0.0,0.0,0.0,0.06581475358563067,0.8,0.0,0.0,0.5,1.0,0.0,0.5,0.7777777777777778,0.0,1.0,1.0,0.38461538461538464,0.36363636363636365,0.3,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.3125,1.0,1.0,1.0,0.5067021133997587,0.9,0.75,0.0,0.0,0.0,0.0,0.5,0.6666666666666666,0.6666666666666666,1.0,0.0,0.7692307692307693,0.36363636363636365,0.43333333333333335,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.6875,1.0,1.0,0.0,0.006612751887761943,0.5,0.5,1.0,0.5,1.0,0.0,0.0,0.1111111111111111,1.0,0.0,0.0,0.7692307692307693,0.2727272727272727,0.4,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.96875,0.0,0.5,1.0,0.6091774272820696,0.8,0.25,0.5,1.0,0.0,1.0,0.0,0.6666666666666666,1.0,1.0,1.0,0.7692307692307693,0.0,0.1,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1.0,1.0,0.5,1.0,0.10569232831419506,0.3,0.5,0.5,0.5,0.3333333333333333,0.0,0.0,0.2222222222222222,1.0,1.0,0.0,0.6923076923076923,0.45454545454545453,0.9666666666666667,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.1875,1.0,0.5,1.0,0.40335552477547915,0.8,1.0,0.0,1.0,0.3333333333333333,1.0,1.0,0.4444444444444444,0.3333333333333333,0.0,1.0,0.6923076923076923,0.2727272727272727,0.9666666666666667,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.25,1.0,1.0,0.0,0.7412090612573166,0.4,0.75,0.25,1.0,0.0,1.0,1.0,0.2222222222222222,0.6666666666666666,1.0,0.0,0.0,0.09090909090909091,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.3125,0.0,1.0,1.0,0.4573298780215361,0.7,1.0,1.0,1.0,0.0,0.5,0.5,0.8888888888888888,0.0,1.0,1.0,0.7692307692307693,0.5454545454545454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
0.9375,0.0,0.0,1.0,0.83222376122604,1.0,0.5,0.5,1.0,1.0,0.5,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.38461538461538464,0.9090909090909091,0.13333333333333333,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.90625,0.0,0.0,1.0,0.5034850989678745,0.2,0.75,1.0,0.15,1.0,0.5,1.0,1.0,0.3333333333333333,0.0,1.0,0.6923076923076923,0.0,0.9333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.21875,0.0,0.5,0.0,0.6318975917072517,0.1,0.75,1.0,0.5,0.3333333333333333,0.0,1.0,0.1111111111111111,1.0,1.0,1.0,1.0,0.8181818181818182,0.8,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0.65625,1.0,0.5,0.0,0.1767347303516375,1.0,0.0,0.25,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.5384615384615384,0.45454545454545453,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.71875,1.0,0.0,1.0,0.5095170010276573,0.1,1.0,0.25,0.0,0.6666666666666666,0.0,0.0,0.0,0.3333333333333333,1.0,0.0,0.07692307692307693,0.45454545454545453,0.43333333333333335,0.6666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0.59375,0.0,0.5,1.0,0.13815289754702648,0.3,0.0,0.75,1.0,0.0,1.0,1.0,0.0,0.3333333333333333,1.0,0.0,0.07692307692307693,0.8181818181818182,0.7,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
1.0,0.0,0.5,1.0,0.20398999151065636,0.5,0.0,1.0,0.0,0.3333333333333333,1.0,0.5,0.8888888888888888,0.6666666666666666,1.0,0.0,0.15384615384615385,0.5454545454545454,0.26666666666666666,0.16666666666666666,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.46875,1.0,0.0,1.0,0.9631607166793262,0.8,0.0,0.75,1.0,1.0,0.5,0.5,0.0,0.6666666666666666,0.0,0.0,0.6153846153846154,0.6363636363636364,0.43333333333333335,0.3333333333333333,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1.0,1.0,1.0,0.0,0.25535052053080737,0.8,0.0,0.25,0.5,0.6666666666666666,0.5,0.5,0.4444444444444444,0.6666666666666666,1.0,0.0,0.6923076923076923,0.2727272727272727,0.5333333333333333,0.3333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.21875,0.0,0.0,0.0,0.013716992091506189,0.3,0.25,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,1.0,0.9090909090909091,0.5,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.5,1.0,0.5,1.0,0.2952951163933693,0.0,1.0,0.5,0.5,0.3333333333333333,0.0,0.5,0.8888888888888888,0.3333333333333333,0.0,0.0,0.3076923076923077,0.6363636363636364,0.36666666666666664,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.65625,1.0,0.0,1.0,0.720030382914079,0.3,1.0,1.0,0.5,0.3333333333333333,0.5,0.5,0.3333333333333333,0.6666666666666666,0.0,1.0,0.5384615384615384,0.5454545454545454,0.8666666666666667,0.8333333333333334,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.71875,0.0,1.0,0.0,0.37992046825432285,0.5,0.75,0.25,1.0,0.3333333333333333,0.0,1.0,0.0,0.0,1.0,1.0,0.7692307692307693,0.2727272727272727,0.4666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.28125,0.0,1.0,1.0,0.5370180063446672,0.9,0.25,0.25,1.0,0.0,0.5,0.0,0.8888888888888888,1.0,1.0,0.0,0.0,0.8181818181818182,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0
0.15625,1.0,0.5,0.0,0.8117376346007775,0.7,0.0,0.75,1.0,0.6666666666666666,0.5,1.0,0.3333333333333333,1.0,1.0,0.0,0.07692307692307693,0.9090909090909091,0.8333333333333334,0.16666666666666666,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.59375,0.0,0.5,0.0,0.7993387248112238,0.7,0.25,0.0,1.0,1.0,1.0,0.0,0.6666666666666666,0.6666666666666666,1.0,0.0,0.0,0.36363636363636365,0.8333333333333334,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.09375,0.0,0.0,1.0,0.1177114516777624,0.7,0.75,0.0,1.0,1.0,0.0,0.5,0.8888888888888888,0.6666666666666666,1.0,0.0,0.6153846153846154,0.9090909090909091,0.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.90625,0.0,0.0,1.0,0.03844779053661588,0.1,0.0,0.5,0.0,0.3333333333333333,0.0,0.5,0.7777777777777778,0.3333333333333333,0.0,1.0,0.6923076923076923,0.8181818181818182,0.5666666666666667,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.75,0.0,0.0,0.0,0.677918770385595,0.6,0.0,0.0,0.5,0.3333333333333333,0.0,1.0,0.2222222222222222,0.3333333333333333,1.0,0.0,0.3076923076923077,0.45454545454545453,0.4,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0.375,0.0,0.5,0.0,0.505026585049819,0.0,0.0,0.0,1.0,0.3333333333333333,1.0,0.5,0.1111111111111111,1.0,1.0,1.0,0.23076923076923078,0.18181818181818182,0.06666666666666667,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
0.96875,0.0,0.0,0.0,0.3117376346007774,0.4,0.75,0.25,1.0,0.0,1.0,1.0,0.8888888888888888,0.0,0.0,0.0,0.9230769230769231,0.45454545454545453,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0
0.3125,0.0,1.0,0.0,0.3413162950717126,0.5,0.75,0.0,1.0,0.6666666666666666,0.0,0.5,0.7777777777777778,1.0,0.0,1.0,0.7692307692307693,0.6363636363636364,0.3,0.8333333333333334,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
0.1875,0.0,0.0,1.0,0.47538090344488626,0.4,0.5,0.25,1.0,0.0,0.0,0.0,0.7777777777777778,0.3333333333333333,0.0,0.0,0.0,0.9090909090909091,0.5666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
0.6875,1.0,0.5,0.0,0.43918949108618915,0.0,0.75,0.75,1.0,0.3333333333333333,1.0,0.0,0.0,0.6666666666666666,1.0,1.0,0.7692307692307693,0.09090909090909091,0.23333333333333334,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.0,1.0,0.5,0.0,0.0,1.0,0.75,0.5,0.15,0.0,0.0,0.0,0.8888888888888888,0.6666666666666666,1.0,1.0,0.5384615384615384,0.18181818181818182,0.5333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.75,1.0,0.0,0.0,0.18126982708547426,0.2,1.0,0.75,1.0,0.3333333333333333,0.5,0.5,0.4444444444444444,0.6666666666666666,1.0,0.0,0.38461538461538464,0.0,0.1,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
0.03125,1.0,1.0,1.0,0.9130065680711318,0.4,0.25,0.25,0.15,0.3333333333333333,1.0,1.0,0.3333333333333333,1.0,0.0,0.0,1.0,0.7272727272727273,0.9333333333333333,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0
0.5625,1.0,0.0,0.0,0.7430856530092489,0.4,0.5,0.75,1.0,0.6666666666666666,1.0,0.5,0.2222222222222222,0.0,0.0,0.0,0.8461538461538461,0.6363636363636364,0.13333333333333333,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
